Title
"박지원-정동영 당선… 올드보이들, 4년 만의 귀환"
“여기 흥미진진”…밤새 지켜봐야 할 초접전지 12곳
‘이재명 변호사’ 민주당 박균택 “검찰 개혁 완수”
‘정치 거물들’ 민주 텃밭서 고배…이낙연·이정현 정치생명 기로
5선 고지 밟은 정동영 “尹정권 종식에 앞장 설 것”
수검표 부활-보관상황 투명 공개…“부정선거 의혹 사라지길”
“월드컵보다 재밌어”…출구조사 결과에 서울역 들썩
유권자 탄 배 표류하고 술취한 채 투표장 난동… ‘투표장 천태만상’
‘경기 화성을’ 공영운 43.7% 이준석 40.5%…개혁신당 1~4석 예상 [방송3사 출구조사]
"막말논란 김준혁, 대파논란 이수정에 우세…‘편법대출’ 양문석 경합 [방송3사 출구조사]"
22대 총선 최종 투표율 67.0%…32년만에 최고
"성남 분당을 김병욱 51.7%, 김은혜 48.3% [방송3사 출구조사]"
한동훈 “출구조사 결과에 실망…끝까지 지켜볼 것”
"민주 178~197석 압도적 과반, 국힘 85~105석 예상[방송3사 출구조사]"
"경제계 “22대 국회, 민생·경제활력 살리기에 최선을” 한목소리"
"YTN, 조국혁신당 9번 아닌 10번 표기에 “사과…조사 후 관계자 징벌 결정할 것”"
오후 5시 투표율 64.1%…지난 총선보다 1.5%p 높아
오후 4시 투표율 61.8%…지난 총선보다 2.1%p 높아
"유권자 수송선박 표류, 해경이 구조…출마자가 “용지 바꿔달라” 소동도"
‘운명의 날’ 맞은 尹정부 남은 임기 3년[용썰]
오후 3시 투표율 59.3%…21대 총선보다 2.8%p 높아
“이건 K-드라마인가”…외신에서도 주목받은 ‘K-개표방송’
"오후 2시 투표율 56.4%, 21대보다 3.4%p 높아…대구 제주 최저"
투표용지 찢고 유튜버 촬영에 음주 행패까지…투표소 곳곳 소동
오후 1시 투표율 53.4%…지난 총선보다 3.7%p 높아
낮 12시 투표율 18.5%…지난 총선보다 0.7%p 낮아
"尹대통령, 오늘 관저서 총선 결과 지켜볼 듯"
박근혜도 한표… ‘보수의 위기’ 질문에 미소만
"尹, 관저서 총선 결과 주시…대통령실 참모들도 차분한 분위기"
이재명 “1어나 투표할 시간” vs 한동훈 “젖먹던 힘까지 투표 독려”
오전 11시 투표율 14.5%…지난 총선보다 0.8%p 낮아
선관위 “본투표서도 대파·일제 샴푸 반입 안돼”
한동훈 “젖먹던 힘까지 투표 독려” 이재명 “1어나서 투표할 시간”
‘옥중 출마’ 송영길 소나무당 대표 배우자 광주 자택 인근서 투표
오전 10시 투표율 10.4%…지난 총선보다 1%p 낮아
"北, 총선 앞두고 서해 NLL 인근에 ‘GPS 교란 전파’ 쐈다"
‘선거운동 강행군’ 한동훈 끝내 탈진…마지막 거리 인사 일정 취소
"한동훈 “巨野, 혼돈과 퇴행 만들어…이들에게 입법부 맡길수 없다”"
"이재명 “국민 안전 방기한 정권, 반드시 책임 물 것”…정권심판론 강조"
"美 정찰기 3대, 총선 하루 앞두고 北 도발 가능성 감시"
