Title
"박지원-정동영 당선… 올드보이들, 4년 만의 귀환"
"개표율 54%… 현재 1위 민주 154곳, 국힘 96곳"
‘이재명 변호사’ 민주당 박균택 “검찰 개혁 완수”
‘정치 거물들’ 민주 텃밭서 고배…이낙연·이정현 정치생명 기로
5선 고지 밟은 정동영 “尹정권 종식에 앞장 설 것”
장예찬 “수영구 주민 선택 겸허하게 받아들여”
원희룡 “출구조사 맞다면 정권 견제·심판 시급하다 본 것”
수검표 부활-보관상황 투명 공개…“부정선거 의혹 사라지길”
“월드컵보다 재밌어”…출구조사 결과에 서울역 들썩
"격전의 ‘한강-낙동강벨트’, 출구조사에서도 경합지 다수 [방송3사 출구조사]"
"이재명 “국민의 선택, 겸허한 마음으로 마지막까지 지켜보겠다”"
유권자 탄 배 표류하고 술취한 채 투표장 난동… ‘투표장 천태만상’
"막말논란 김준혁, 대파논란 이수정에 우세…‘편법대출’ 양문석 경합 [방송3사 출구조사]"
김병욱 51.7% 김은혜 48.3%…이광재 52.8% 안철수 47.2% [방송3사 출구조사]
22대 총선 최종 투표율 67.0%…32년만에 최고
인천 계양을 이재명 56.1% vs 원희룡 43.8% [방송3사 출구조사]
서울 광진을 고민정 51.6% vs 오신환 48.1% [방송3사 출구조사]
경기 분당갑 이광재 52.8% vs 안철수 47.2% [방송3사 출구조사]
서울 동작을 류삼영 52.3% vs 나경원 47.7% [방송3사 출구조사]
서울 마포을 정청래 50.6% vs 함운경 41.6% [방송3사 출구조사]
"민주 178~197석 압도적 과반, 국힘 85~105석 예상[방송3사 출구조사]"
한동훈 “최선 다했지만 출구조사 결과 실망…끝까지 볼 것”
이재명 56.0% 원희룡 43.8%…류삼영 50.7% 나경원 49.3% [채널A 예측조사]
"경제계 “22대 국회, 민생·경제활력 살리기에 최선을” 한목소리"
"YTN, 조국혁신당 9번 아닌 10번 표기에 “사과…조사 후 관계자 징벌 결정할 것”"
오후 5시 투표율 64.1%…지난 총선보다 1.5%p 높아
오후 4시 투표율 61.8%…지난 총선보다 2.1%p 높아
"유권자 수송선박 표류, 해경이 구조…출마자가 “용지 바꿔달라” 소동도"
‘운명의 날’ 맞은 尹정부 남은 임기 3년[용썰]
오후 3시 투표율 59.3%…21대 총선보다 2.8%p 높아
강릉서 “유권자 실어나른다” 의혹…경찰·선관위에 고발
“이건 K-드라마인가”…외신에서도 주목받은 ‘K-개표방송’
"“잘못 찍었잖아” 군산 투표소에서 50대 남성, 자녀 투표용지 찢어"
"오후 2시 투표율 56.4%, 21대보다 3.4%p 높아…대구 제주 최저"
"“일본 재외투표소서 투표지 훼손…파주선 촬영” 경기도 선관위, 2명 고발"
투표용지 찢고 유튜버 촬영에 음주 행패까지…투표소 곳곳 소동
오후 1시 투표율 53.4%…지난 총선보다 3.7%p 높아
전북 투표소서 인터넷 방송한 40대 입건…경찰 조사
"충남선관위, 투표용지 찢어 훼손한 유권자 3명 고발"
낮 12시 투표율 18.5%…지난 총선보다 0.7%p 낮아
"尹대통령, 오늘 관저서 총선 결과 지켜볼 듯"
박근혜도 한표… ‘보수의 위기’ 질문에 미소만
‘日강제동원 피해’ 95세 양금덕 할머니도 휠체어 투표…“적극적 해결”
"박근혜 전 대통령 대구서 투표, 정치적 메시지는 없었다"
"尹, 관저서 총선 결과 주시…대통령실 참모들도 차분한 분위기"
이재명 “1어나 투표할 시간” vs 한동훈 “젖먹던 힘까지 투표 독려”
오전 11시 투표율 14.5%…지난 총선보다 0.8%p 낮아
선관위 “본투표서도 대파·일제 샴푸 반입 안돼”
한동훈 “젖먹던 힘까지 투표 독려” 이재명 “1어나서 투표할 시간”
‘옥중 출마’ 송영길 소나무당 대표 배우자 광주 자택 인근서 투표
오전 10시 투표율 10.4%…지난 총선보다 1%p 낮아
"김건희 여사, 지난 5일 용산서 사전투표 마쳐"
‘선거운동 강행군’ 한동훈 끝내 탈진…마지막 거리 인사 일정 취소
"한동훈 “巨野, 혼돈과 퇴행 만들어…이들에게 입법부 맡길수 없다”"
"이재명 “국민 안전 방기한 정권, 반드시 책임 물 것”…정권심판론 강조"
"美 정찰기 3대, 총선 하루 앞두고 北 도발 가능성 감시"
유권자 음식값 내주고 투표용지 훼손하고…포항시 선관위 4명 고발
광주 찾은 조국 “민주당과 합당은 없다…목표 의석은 10석+α”
인천 사전투표율 30.06% 역대 최고…최종 70% 넘어 하위권 탈출 기대
외신이 바라보는 4·10 총선은…“보복의 검투사 경기장”
국힘 “국회 이전-서울 편입”…법개정에 野 협조 여부 미지수
민주 “민생지원금 25만원 지급”…재원 마련 가능해야 현실화
선거일 전국 맑고 포근…“투표 후 마지막 벚꽃 즐기세요”
수검표로 개표 2시간 지연 예상…격전지 당선자 11일 오전 2시쯤 윤곽
조국혁신당 “사회연대 임금제”…대기업 노동자 역차별 지적
한 총리 “투표소 몰카 점검·투표함 이송 땐 경찰 동석”…막판 현장 점검
부산 성명전 “불법 판치는 국힘 ”-“용납못할 민주당 후보들”
선거 공소시효는 6개월인데 쏟아진 고소·고발…“제대로 수사 가능할까”
"이재명, 재판 쉬는 시간 유튜브 유세…“제 몫까지 부탁드려”"
개혁신당 허은아 “변화 없는 양당에 주는 표가 사표”
MZ 투표 이색 인증샷 확산…‘한화ㅜ승’ 빈 공간에 도장 꾹
"선관위, 장진영 ‘8억 대출 재산신고 누락’ 인정…“선거공보에 반영해야”"
한동훈 “정부 2년 동안 발목 잡혀…한 번 기회 달라”
"부산 수영구 與 정연욱, 장예찬 완주 고수에 “보수정통 후보는 나”"
최고치 갈아치운 사전투표율…21대 총선 투표율 ‘66.2%’ 깰까
"‘총선 D-1’ 한덕수 총리, 투표소 점검 “실수·오점 안 된다”"
내 투표소는 ‘http://si.nec.go.kr’에서 찾으세요
사전투표 이틀 동원된 남원시청 공무원 숨져…노조 “과로사”
제주서 술 취해 국힘 선거운동원 5명 폭행한 남성 검거
"한 총리, 오세훈 시장과 투표소 점검…“한치의 실수·오점 안돼”"
‘文 죽여’ 발언 논란 윤영석 “정치 그만해야 할 사람은 이재명”
“아들 당대표 물러날 때…” 이준석 母 유세차서 ‘3시간 눈물’ 호소
복면가왕 9주년 논란 부른 ‘기호순번제’…“이참에 없애자”
격전지 거제 ‘마지막 유세’ 총력전… “尹정권과 싸움” vs “진정한 일꾼”
"이재명, 공식 선거운동 13일동안 66곳 돌았다…‘한강벨트’ 중성동 최다 방문"
"사전투표업무 공무원 사망…“새벽 3시 반 기상, 14시간 근무”"
나경원 “맘카페서 ‘지국비조’ 말 돌아…한강벨트 저점 찍고 올라가”
조국 “돈 퍼부었는데 결과 한심…‘엑스포 국정조사’ 동의”
"‘투표소 몰카 설치’ 유튜버 도운 공범 2명, 구속 송치…이들의 정체는?"
한동훈 ‘청계광장’·이재명 ‘용산’…내일 서울서 ‘파이널 유세’
이재명 “이번 선거 대선보다 스트레스 더 많아…입안·눈도 터져”
"총선 결과 무관, 수백 억 ‘수입’ 올리는 거대 양당[세종팀의 정책워치]"
"野 “수도권 31곳 박빙, 투표를” vs 與 “박빙지 이겨 원내 1당으로”"
‘7인회’ 출신 친명 문진석 “천안갑 인구 100만 도시 만들 선거…정책 선거 해야”[총선 티키타카]
김준혁 ‘이대 막말’에 이재명 “역사적 진실” 썼다 1시간 후 삭제
사전투표율 치솟은 ‘야당 텃밭’…‘30대 맞대결’ 도봉갑 민심은?[총선 LIVE]
"“삼겹살 먹은 척” “여배우 모른 척”…한동훈, 이재명에 집중포화"
"한동훈, 이재명 ‘삼겹살 인증샷’ 인천 계양을 고깃집 방문"
선거 막판까지…與 윤영석 “문재인 죽여” 막말 논란
‘검투사 정치’ ‘대파의 절규’…외신이 본 한국 총선
"이재명, 유세 현장서 “내일 재판 안 가고 경남 가볼 생각”"
윤영석 ‘문재인 죽여’ 논란에…“직접 들으라고 한 발언 아냐” 유감 표명
"한동훈 “오늘 쌍방울, 내일 대장동…범죄자에 대한민국 맡길 거냐”"
"“결과 못 믿어” 투표함 탈취, 만취 난동…선거 훼방꾼, 수법도 가지가지"
태영호 국힘 후보 사무원 폭행한 50대 남성 현행범 체포
"與 “직원 권유로 대출했다는 양문석, 허위사실 공표로 고발”"
"선관위, ‘편법 대출’ 의혹 양문석 고발…재산 축소 신고 혐의"
"윤영석, ‘문재인 죽여’ 논란에 “들으라고 한 발언 아냐…유감 표해”"
"경찰, 태영호 선거 사무원 폭행한 50대 남성 체포"
22대 국회가 벌써 두렵다 [김지현의 정치언락]
‘새벽에 투표함 뜯어 봉투를?’…선관위 “선거 불신 조장 말라”
캐스팅보터 2030 투표에 승패 달렸다…30%이상 표심 안갯속
"민주당 “與 윤영석, ‘문재인 죽여’ 막말…후보직 사퇴하라”"
‘경기도 법카’의혹 폭로 조명현 “범죄자는 법정서 책임져야”…김혜경 재판
"이재명 “與, 유세 현장서 시비…졸렬하게 선거 임해”"
